,date,region,property_type,baseline,index_value,joinYear,joinMonth,joinProvince
0,1981-01,Seven census metropolitan area composite,Office,"Index, 2002=100",58.4,1981,01,Canada
1,1981-01,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",53.3,1981,01,Canada
2,1981-01,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",59.3,1981,01,Canada
3,1981-01,Seven census metropolitan area composite,Light factory,"Index, 2002=100",50.1,1981,01,Canada
4,1981-01,Seven census metropolitan area composite,School,"Index, 2002=100",56.1,1981,01,Canada
5,1981-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",66.6,1981,01,NS
6,1981-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",71.8,1981,01,NS
7,1981-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",77.2,1981,01,NS
8,1981-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",50.4,1981,01,NS
9,1981-01,"Halifax, Nova Scotia",Office,"Index, 2002=100",49.7,1981,01,NS
10,1981-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",68.6,1981,01,NS
11,1981-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",68.1,1981,01,NS
12,1981-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",73.3,1981,01,NS
13,1981-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.0,1981,01,NS
14,1981-01,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.3,1981,01,NS
15,1981-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",65.5,1981,01,NS
16,1981-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",64.5,1981,01,NS
17,1981-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",69.4,1981,01,NS
18,1981-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",59.4,1981,01,NS
19,1981-01,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",54.7,1981,01,NS
20,1981-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",61.0,1981,01,NS
21,1981-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",72.4,1981,01,NS
22,1981-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",68.4,1981,01,NS
23,1981-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",47.7,1981,01,NS
24,1981-01,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",47.3,1981,01,NS
25,1981-01,"Halifax, Nova Scotia",School,"Index, 2002=100",62.6,1981,01,NS
26,1981-01,"Halifax, Nova Scotia",School,"Index, 2002=100",74.6,1981,01,NS
27,1981-01,"Halifax, Nova Scotia",School,"Index, 2002=100",70.6,1981,01,NS
28,1981-01,"Halifax, Nova Scotia",School,"Index, 2002=100",49.8,1981,01,NS
29,1981-01,"Halifax, Nova Scotia",School,"Index, 2002=100",49.3,1981,01,NS
30,1981-01,"Montréal, Quebec",Office,"Index, 2002=100",53.9,1981,01,QC
31,1981-01,"Montréal, Quebec",Office,"Index, 2002=100",57.8,1981,01,QC
32,1981-01,"Montréal, Quebec",Office,"Index, 2002=100",54.5,1981,01,QC
33,1981-01,"Montréal, Quebec",Office,"Index, 2002=100",51.6,1981,01,QC
34,1981-01,"Montréal, Quebec",Office,"Index, 2002=100",47.7,1981,01,QC
35,1981-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",58.7,1981,01,QC
36,1981-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",58.4,1981,01,QC
37,1981-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",60.3,1981,01,QC
38,1981-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",50.8,1981,01,QC
39,1981-01,"Montréal, Quebec",Warehouse,"Index, 2002=100",52.5,1981,01,QC
40,1981-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",57.9,1981,01,QC
41,1981-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",56.9,1981,01,QC
42,1981-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",57.5,1981,01,QC
43,1981-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",63.1,1981,01,QC
44,1981-01,"Montréal, Quebec",Shopping centre,"Index, 2002=100",55.5,1981,01,QC
45,1981-01,"Montréal, Quebec",Light factory,"Index, 2002=100",52.5,1981,01,QC
46,1981-01,"Montréal, Quebec",Light factory,"Index, 2002=100",55.3,1981,01,QC
47,1981-01,"Montréal, Quebec",Light factory,"Index, 2002=100",52.2,1981,01,QC
48,1981-01,"Montréal, Quebec",Light factory,"Index, 2002=100",52.3,1981,01,QC
49,1981-01,"Montréal, Quebec",Light factory,"Index, 2002=100",51.4,1981,01,QC
50,1981-01,"Montréal, Quebec",School,"Index, 2002=100",53.0,1981,01,QC
51,1981-01,"Montréal, Quebec",School,"Index, 2002=100",52.8,1981,01,QC
52,1981-01,"Montréal, Quebec",School,"Index, 2002=100",54.7,1981,01,QC
53,1981-01,"Montréal, Quebec",School,"Index, 2002=100",53.7,1981,01,QC
54,1981-01,"Montréal, Quebec",School,"Index, 2002=100",47.0,1981,01,QC
55,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",47.7,1981,01,ON
56,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",42.9,1981,01,ON
57,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",53.2,1981,01,ON
58,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",46.2,1981,01,ON
59,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",48.7,1981,01,ON
60,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",50.8,1981,01,ON
61,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",50.4,1981,01,ON
62,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.2,1981,01,ON
63,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",45.9,1981,01,ON
64,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.7,1981,01,ON
65,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",50.3,1981,01,ON
66,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",46.7,1981,01,ON
67,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",48.8,1981,01,ON
68,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",60.6,1981,01,ON
69,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",58.8,1981,01,ON
70,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",46.1,1981,01,ON
71,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",50.7,1981,01,ON
72,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",46.4,1981,01,ON
73,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",44.9,1981,01,ON
74,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",51.3,1981,01,ON
75,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",48.6,1981,01,ON
76,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",49.4,1981,01,ON
77,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",51.6,1981,01,ON
78,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",46.7,1981,01,ON
79,1981-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",42.8,1981,01,ON
80,1981-01,"Toronto, Ontario",Office,"Index, 2002=100",46.7,1981,01,ON
81,1981-01,"Toronto, Ontario",Office,"Index, 2002=100",44.2,1981,01,ON
82,1981-01,"Toronto, Ontario",Office,"Index, 2002=100",50.7,1981,01,ON
83,1981-01,"Toronto, Ontario",Office,"Index, 2002=100",46.0,1981,01,ON
84,1981-01,"Toronto, Ontario",Office,"Index, 2002=100",44.5,1981,01,ON
85,1981-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",43.1,1981,01,ON
86,1981-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",42.2,1981,01,ON
87,1981-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",42.4,1981,01,ON
88,1981-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",44.7,1981,01,ON
89,1981-01,"Toronto, Ontario",Warehouse,"Index, 2002=100",49.6,1981,01,ON
90,1981-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",47.5,1981,01,ON
91,1981-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",45.7,1981,01,ON
92,1981-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",45.6,1981,01,ON
93,1981-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",56.6,1981,01,ON
94,1981-01,"Toronto, Ontario",Shopping centre,"Index, 2002=100",52.4,1981,01,ON
95,1981-01,"Toronto, Ontario",Light factory,"Index, 2002=100",41.7,1981,01,ON
96,1981-01,"Toronto, Ontario",Light factory,"Index, 2002=100",45.4,1981,01,ON
97,1981-01,"Toronto, Ontario",Light factory,"Index, 2002=100",37.7,1981,01,ON
98,1981-01,"Toronto, Ontario",Light factory,"Index, 2002=100",46.1,1981,01,ON
99,1981-01,"Toronto, Ontario",Light factory,"Index, 2002=100",43.5,1981,01,ON
100,1981-01,"Toronto, Ontario",School,"Index, 2002=100",46.3,1981,01,ON
101,1981-01,"Toronto, Ontario",School,"Index, 2002=100",48.8,1981,01,ON
102,1981-01,"Toronto, Ontario",School,"Index, 2002=100",46.6,1981,01,ON
103,1981-01,"Toronto, Ontario",School,"Index, 2002=100",44.6,1981,01,ON
104,1981-01,"Toronto, Ontario",School,"Index, 2002=100",42.4,1981,01,ON
105,1981-01,"Calgary, Alberta",Office,"Index, 2002=100",66.1,1981,01,AB
106,1981-01,"Calgary, Alberta",Office,"Index, 2002=100",61.6,1981,01,AB
107,1981-01,"Calgary, Alberta",Office,"Index, 2002=100",69.3,1981,01,AB
108,1981-01,"Calgary, Alberta",Office,"Index, 2002=100",57.9,1981,01,AB
109,1981-01,"Calgary, Alberta",Office,"Index, 2002=100",75.5,1981,01,AB
110,1981-01,"Calgary, Alberta",Warehouse,"Index, 2002=100",67.6,1981,01,AB
111,1981-01,"Calgary, Alberta",Warehouse,"Index, 2002=100",63.1,1981,01,AB
112,1981-01,"Calgary, Alberta",Warehouse,"Index, 2002=100",67.0,1981,01,AB
113,1981-01,"Calgary, Alberta",Warehouse,"Index, 2002=100",61.2,1981,01,AB
115,1981-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",68.7,1981,01,AB
116,1981-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",61.7,1981,01,AB
117,1981-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",64.0,1981,01,AB
118,1981-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",70.0,1981,01,AB
119,1981-01,"Calgary, Alberta",Shopping centre,"Index, 2002=100",68.0,1981,01,AB
120,1981-01,"Calgary, Alberta",Light factory,"Index, 2002=100",65.9,1981,01,AB
121,1981-01,"Calgary, Alberta",Light factory,"Index, 2002=100",61.5,1981,01,AB
122,1981-01,"Calgary, Alberta",Light factory,"Index, 2002=100",69.8,1981,01,AB
124,1981-01,"Calgary, Alberta",Light factory,"Index, 2002=100",63.2,1981,01,AB
125,1981-01,"Calgary, Alberta",School,"Index, 2002=100",63.4,1981,01,AB
126,1981-01,"Calgary, Alberta",School,"Index, 2002=100",62.3,1981,01,AB
127,1981-01,"Calgary, Alberta",School,"Index, 2002=100",65.9,1981,01,AB
128,1981-01,"Calgary, Alberta",School,"Index, 2002=100",57.6,1981,01,AB
129,1981-01,"Calgary, Alberta",School,"Index, 2002=100",63.2,1981,01,AB
130,1981-01,"Edmonton, Alberta",Office,"Index, 2002=100",65.9,1981,01,AB
131,1981-01,"Edmonton, Alberta",Office,"Index, 2002=100",65.3,1981,01,AB
132,1981-01,"Edmonton, Alberta",Office,"Index, 2002=100",69.1,1981,01,AB
133,1981-01,"Edmonton, Alberta",Office,"Index, 2002=100",58.5,1981,01,AB
134,1981-01,"Edmonton, Alberta",Office,"Index, 2002=100",66.0,1981,01,AB
135,1981-01,"Edmonton, Alberta",Warehouse,"Index, 2002=100",69.9,1981,01,AB
136,1981-01,"Edmonton, Alberta",Warehouse,"Index, 2002=100",64.7,1981,01,AB
137,1981-01,"Edmonton, Alberta",Warehouse,"Index, 2002=100",69.6,1981,01,AB
138,1981-01,"Edmonton, Alberta",Warehouse,"Index, 2002=100",61.7,1981,01,AB
139,1981-01,"Edmonton, Alberta",Warehouse,"Index, 2002=100",68.3,1981,01,AB
140,1981-01,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",69.7,1981,01,AB
141,1981-01,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",62.6,1981,01,AB
142,1981-01,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",67.2,1981,01,AB
143,1981-01,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",67.5,1981,01,AB
144,1981-01,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",55.3,1981,01,AB
145,1981-01,"Edmonton, Alberta",Light factory,"Index, 2002=100",64.8,1981,01,AB
146,1981-01,"Edmonton, Alberta",Light factory,"Index, 2002=100",65.7,1981,01,AB
147,1981-01,"Edmonton, Alberta",Light factory,"Index, 2002=100",68.1,1981,01,AB
148,1981-01,"Edmonton, Alberta",Light factory,"Index, 2002=100",60.2,1981,01,AB
149,1981-01,"Edmonton, Alberta",Light factory,"Index, 2002=100",58.1,1981,01,AB
150,1981-01,"Edmonton, Alberta",School,"Index, 2002=100",63.4,1981,01,AB
151,1981-01,"Edmonton, Alberta",School,"Index, 2002=100",64.6,1981,01,AB
152,1981-01,"Edmonton, Alberta",School,"Index, 2002=100",66.2,1981,01,AB
153,1981-01,"Edmonton, Alberta",School,"Index, 2002=100",57.8,1981,01,AB
154,1981-01,"Edmonton, Alberta",School,"Index, 2002=100",58.0,1981,01,AB
155,1981-01,"Vancouver, British Columbia",Office,"Index, 2002=100",58.8,1981,01,BC
156,1981-01,"Vancouver, British Columbia",Office,"Index, 2002=100",59.4,1981,01,BC
157,1981-01,"Vancouver, British Columbia",Office,"Index, 2002=100",58.7,1981,01,BC
158,1981-01,"Vancouver, British Columbia",Office,"Index, 2002=100",54.1,1981,01,BC
159,1981-01,"Vancouver, British Columbia",Office,"Index, 2002=100",59.0,1981,01,BC
160,1981-01,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",67.9,1981,01,BC
161,1981-01,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",61.2,1981,01,BC
162,1981-01,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",64.9,1981,01,BC
163,1981-01,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",63.3,1981,01,BC
164,1981-01,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",63.4,1981,01,BC
165,1981-01,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",64.8,1981,01,BC
166,1981-01,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",60.4,1981,01,BC
167,1981-01,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",60.0,1981,01,BC
168,1981-01,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",69.1,1981,01,BC
169,1981-01,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",55.2,1981,01,BC
170,1981-01,"Vancouver, British Columbia",Light factory,"Index, 2002=100",59.7,1981,01,BC
171,1981-01,"Vancouver, British Columbia",Light factory,"Index, 2002=100",60.4,1981,01,BC
172,1981-01,"Vancouver, British Columbia",Light factory,"Index, 2002=100",58.2,1981,01,BC
173,1981-01,"Vancouver, British Columbia",Light factory,"Index, 2002=100",63.1,1981,01,BC
174,1981-01,"Vancouver, British Columbia",Light factory,"Index, 2002=100",55.7,1981,01,BC
175,1981-01,"Vancouver, British Columbia",School,"Index, 2002=100",58.6,1981,01,BC
177,1981-01,"Vancouver, British Columbia",School,"Index, 2002=100",58.5,1981,01,BC
178,1981-01,"Vancouver, British Columbia",School,"Index, 2002=100",57.1,1981,01,BC
179,1981-01,"Vancouver, British Columbia",School,"Index, 2002=100",53.7,1981,01,BC
180,1981-04,Seven census metropolitan area composite,Office,"Index, 2002=100",59.7,1981,04,Canada
181,1981-04,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",54.7,1981,04,Canada
182,1981-04,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",61.0,1981,04,Canada
183,1981-04,Seven census metropolitan area composite,Light factory,"Index, 2002=100",51.4,1981,04,Canada
184,1981-04,Seven census metropolitan area composite,School,"Index, 2002=100",57.7,1981,04,Canada
185,1981-04,"Halifax, Nova Scotia",Office,"Index, 2002=100",69.0,1981,04,NS
186,1981-04,"Halifax, Nova Scotia",Office,"Index, 2002=100",73.2,1981,04,NS
187,1981-04,"Halifax, Nova Scotia",Office,"Index, 2002=100",80.0,1981,04,NS
188,1981-04,"Halifax, Nova Scotia",Office,"Index, 2002=100",52.9,1981,04,NS
189,1981-04,"Halifax, Nova Scotia",Office,"Index, 2002=100",51.8,1981,04,NS
190,1981-04,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",70.3,1981,04,NS
191,1981-04,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",69.8,1981,04,NS
192,1981-04,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",75.5,1981,04,NS
193,1981-04,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.8,1981,04,NS
194,1981-04,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.9,1981,04,NS
195,1981-04,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",67.2,1981,04,NS
196,1981-04,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",66.0,1981,04,NS
197,1981-04,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",71.2,1981,04,NS
198,1981-04,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",61.3,1981,04,NS
199,1981-04,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",55.7,1981,04,NS
200,1981-04,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",62.7,1981,04,NS
201,1981-04,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",74.8,1981,04,NS
202,1981-04,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",70.5,1981,04,NS
203,1981-04,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",48.6,1981,04,NS
204,1981-04,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",48.3,1981,04,NS
205,1981-04,"Halifax, Nova Scotia",School,"Index, 2002=100",64.6,1981,04,NS
206,1981-04,"Halifax, Nova Scotia",School,"Index, 2002=100",77.2,1981,04,NS
207,1981-04,"Halifax, Nova Scotia",School,"Index, 2002=100",72.7,1981,04,NS
208,1981-04,"Halifax, Nova Scotia",School,"Index, 2002=100",51.7,1981,04,NS
209,1981-04,"Halifax, Nova Scotia",School,"Index, 2002=100",50.4,1981,04,NS
210,1981-04,"Montréal, Quebec",Office,"Index, 2002=100",55.6,1981,04,QC
211,1981-04,"Montréal, Quebec",Office,"Index, 2002=100",59.7,1981,04,QC
212,1981-04,"Montréal, Quebec",Office,"Index, 2002=100",56.8,1981,04,QC
213,1981-04,"Montréal, Quebec",Office,"Index, 2002=100",52.1,1981,04,QC
214,1981-04,"Montréal, Quebec",Office,"Index, 2002=100",48.3,1981,04,QC
215,1981-04,"Montréal, Quebec",Warehouse,"Index, 2002=100",60.8,1981,04,QC
216,1981-04,"Montréal, Quebec",Warehouse,"Index, 2002=100",61.3,1981,04,QC
217,1981-04,"Montréal, Quebec",Warehouse,"Index, 2002=100",62.5,1981,04,QC
218,1981-04,"Montréal, Quebec",Warehouse,"Index, 2002=100",51.4,1981,04,QC
219,1981-04,"Montréal, Quebec",Warehouse,"Index, 2002=100",53.9,1981,04,QC
220,1981-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.9,1981,04,QC
221,1981-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.3,1981,04,QC
222,1981-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.7,1981,04,QC
223,1981-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",63.4,1981,04,QC
224,1981-04,"Montréal, Quebec",Shopping centre,"Index, 2002=100",56.7,1981,04,QC
225,1981-04,"Montréal, Quebec",Light factory,"Index, 2002=100",53.9,1981,04,QC
226,1981-04,"Montréal, Quebec",Light factory,"Index, 2002=100",57.7,1981,04,QC
227,1981-04,"Montréal, Quebec",Light factory,"Index, 2002=100",54.4,1981,04,QC
228,1981-04,"Montréal, Quebec",Light factory,"Index, 2002=100",52.5,1981,04,QC
229,1981-04,"Montréal, Quebec",Light factory,"Index, 2002=100",51.9,1981,04,QC
230,1981-04,"Montréal, Quebec",School,"Index, 2002=100",54.5,1981,04,QC
231,1981-04,"Montréal, Quebec",School,"Index, 2002=100",54.4,1981,04,QC
232,1981-04,"Montréal, Quebec",School,"Index, 2002=100",56.8,1981,04,QC
233,1981-04,"Montréal, Quebec",School,"Index, 2002=100",54.1,1981,04,QC
234,1981-04,"Montréal, Quebec",School,"Index, 2002=100",47.8,1981,04,QC
235,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",49.1,1981,04,ON
236,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",44.7,1981,04,ON
237,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",54.9,1981,04,ON
238,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",46.4,1981,04,ON
239,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",49.8,1981,04,ON
240,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.5,1981,04,ON
242,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",52.0,1981,04,ON
243,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",46.2,1981,04,ON
244,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",53.0,1981,04,ON
245,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",51.3,1981,04,ON
246,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",48.1,1981,04,ON
247,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",49.7,1981,04,ON
248,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",61.2,1981,04,ON
249,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",61.0,1981,04,ON
250,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",47.1,1981,04,ON
251,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",52.0,1981,04,ON
252,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",47.6,1981,04,ON
253,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",45.1,1981,04,ON
254,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",52.2,1981,04,ON
255,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",49.8,1981,04,ON
256,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",50.1,1981,04,ON
257,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",53.3,1981,04,ON
258,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",47.5,1981,04,ON
259,1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",44.2,1981,04,ON
260,1981-04,"Toronto, Ontario",Office,"Index, 2002=100",48.3,1981,04,ON
261,1981-04,"Toronto, Ontario",Office,"Index, 2002=100",46.7,1981,04,ON
262,1981-04,"Toronto, Ontario",Office,"Index, 2002=100",52.3,1981,04,ON
263,1981-04,"Toronto, Ontario",Office,"Index, 2002=100",46.5,1981,04,ON
264,1981-04,"Toronto, Ontario",Office,"Index, 2002=100",44.8,1981,04,ON
265,1981-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",44.2,1981,04,ON
266,1981-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",43.4,1981,04,ON
267,1981-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",43.8,1981,04,ON
268,1981-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",45.4,1981,04,ON
269,1981-04,"Toronto, Ontario",Warehouse,"Index, 2002=100",51.3,1981,04,ON
270,1981-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",48.5,1981,04,ON
271,1981-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",47.2,1981,04,ON
272,1981-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",46.6,1981,04,ON
273,1981-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",56.5,1981,04,ON
274,1981-04,"Toronto, Ontario",Shopping centre,"Index, 2002=100",53.8,1981,04,ON
275,1981-04,"Toronto, Ontario",Light factory,"Index, 2002=100",42.7,1981,04,ON
276,1981-04,"Toronto, Ontario",Light factory,"Index, 2002=100",46.9,1981,04,ON
277,1981-04,"Toronto, Ontario",Light factory,"Index, 2002=100",39.2,1981,04,ON
278,1981-04,"Toronto, Ontario",Light factory,"Index, 2002=100",46.4,1981,04,ON
279,1981-04,"Toronto, Ontario",Light factory,"Index, 2002=100",44.0,1981,04,ON
280,1981-04,"Toronto, Ontario",School,"Index, 2002=100",47.6,1981,04,ON
281,1981-04,"Toronto, Ontario",School,"Index, 2002=100",51.0,1981,04,ON
282,1981-04,"Toronto, Ontario",School,"Index, 2002=100",48.2,1981,04,ON
283,1981-04,"Toronto, Ontario",School,"Index, 2002=100",45.1,1981,04,ON
284,1981-04,"Toronto, Ontario",School,"Index, 2002=100",43.2,1981,04,ON
285,1981-04,"Calgary, Alberta",Office,"Index, 2002=100",67.7,1981,04,AB
286,1981-04,"Calgary, Alberta",Office,"Index, 2002=100",62.4,1981,04,AB
287,1981-04,"Calgary, Alberta",Office,"Index, 2002=100",71.9,1981,04,AB
288,1981-04,"Calgary, Alberta",Office,"Index, 2002=100",58.4,1981,04,AB
289,1981-04,"Calgary, Alberta",Office,"Index, 2002=100",77.0,1981,04,AB
290,1981-04,"Calgary, Alberta",Warehouse,"Index, 2002=100",69.6,1981,04,AB
